Divipola,Departamento,Municipio,Numerador,Denominador,ValorIndicador,Anio
25823,Cundinamarca,Topaipí,0,34,0.00,2007
25851,Cundinamarca,Útica,0,45,0.00,2007
25862,Cundinamarca,Vergara,0,110,0.00,2007
25871,Cundinamarca,Villagómez,0,18,0.00,2007
25873,Cundinamarca,Villapinzón,0,337,0.00,2007
25875,Cundinamarca,Villeta,2,407,491.40,2007
25878,Cundinamarca,Viotá,0,179,0.00,2007
25898,Cundinamarca,Zipacón,0,54,0.00,2007
27006,Chocó,Acandí,0,178,0.00,2007
27025,Chocó,Alto Baudo,1,48,2083.33,2007
27075,Chocó,Bahía Solano,0,69,0.00,2007
27077,Chocó,Bajo Baudó,0,50,0.00,2007
27099,Chocó,Bojaya,0,43,0.00,2007
27135,Chocó,El Cantón del San Pablo,0,44,0.00,2007
27150,Chocó,Carmen del Darien,1,20,5000.00,2007
27160,Chocó,Cértegui,0,65,0.00,2007
27245,Chocó,El Carmen de Atrato,0,77,0.00,2007
27372,Chocó,Juradó,0,32,0.00,2007
27413,Chocó,Lloró,0,92,0.00,2007
27495,Chocó,Nuquí,0,74,0.00,2007
27580,Chocó,Río Iro,0,6,0.00,2007
27600,Chocó,Río Quito,0,83,0.00,2007
27660,Chocó,San José del Palmar,0,102,0.00,2007
27745,Chocó,Sipí,0,15,0.00,2007
27787,Chocó,Tadó,1,287,348.43,2007
27800,Chocó,Unguía,0,124,0.00,2007
27810,Chocó,Unión Panamericana,0,83,0.00,2007
41013,Huila,Agrado,0,152,0.00,2007
41020,Huila,Algeciras,0,492,0.00,2007
41026,Huila,Altamira,0,58,0.00,2007
41206,Huila,Colombia,0,143,0.00,2007
41244,Huila,Elías,0,60,0.00,2007
41306,Huila,Gigante,0,501,0.00,2007
41319,Huila,Guadalupe,0,369,0.00,2007
41378,Huila,La Argentina,0,284,0.00,2007
41483,Huila,Nátaga,0,151,0.00,2007
41503,Huila,Oporapa,0,269,0.00,2007
41518,Huila,Paicol,0,83,0.00,2007
41524,Huila,Palermo,0,363,0.00,2007
41530,Huila,Palestina,1,227,440.53,2007
41548,Huila,Pital,0,268,0.00,2007
41551,Huila,Pitalito,2,2648,75.53,2007
41615,Huila,Rivera,0,352,0.00,2007
41660,Huila,Saladoblanco,0,268,0.00,2007
41797,Huila,Tesalia,0,188,0.00,2007
41799,Huila,Tello,0,236,0.00,2007
41801,Huila,Teruel,1,168,595.24,2007
41807,Huila,Timaná,0,382,0.00,2007
41872,Huila,Villavieja,0,104,0.00,2007
41885,Huila,Yaguará,0,135,0.00,2007
44078,La Guajira,Barrancas,0,557,0.00,2007
44098,La Guajira,Distracción,0,151,0.00,2007
44110,La Guajira,El Molino,0,110,0.00,2007
44279,La Guajira,Fonseca,0,641,0.00,2007
44378,La Guajira,Hatonuevo,0,246,0.00,2007
44420,La Guajira,La Jagua del Pilar,0,31,0.00,2007
44874,La Guajira,Villanueva,0,454,0.00,2007
47030,Magdalena,Algarrobo,0,246,0.00,2007
47161,Magdalena,Cerro San Antonio,0,153,0.00,2007
47205,Magdalena,Concordia,1,177,564.97,2007
47258,Magdalena,El Piñon,2,287,696.86,2007
47460,Magdalena,Nueva Granada,0,315,0.00,2007
47541,Magdalena,Pedraza,0,94,0.00,2007
47605,Magdalena,Remolino,0,143,0.00,2007
47660,Magdalena,Sabanas de San Angel,1,104,961.54,2007
47675,Magdalena,Salamina,1,141,709.22,2007
47692,Magdalena,San Sebastián de Buenavista,2,346,578.03,2007
47703,Magdalena,San Zenón,0,95,0.00,2007
47707,Magdalena,Santa Ana,1,359,278.55,2007
47720,Magdalena,Santa Bárbara de Pinto,0,135,0.00,2007
47745,Magdalena,Sitionuevo,0,291,0.00,2007
50110,Meta,Barranca de Upía,0,60,0.00,2007
50124,Meta,Cabuyaro,0,62,0.00,2007
50223,Meta,Cubarral,0,80,0.00,2007
50226,Meta,Cumaral,0,331,0.00,2007
50245,Meta,El Calvario,0,25,0.00,2007
50251,Meta,El Castillo,0,120,0.00,2007
50270,Meta,El Dorado,0,66,0.00,2007
50318,Meta,Guamal,0,145,0.00,2007
50330,Meta,Mesetas,0,160,0.00,2007
50400,Meta,Lejanías,0,200,0.00,2007
50450,Meta,Puerto Concordia,0,116,0.00,2007
50568,Meta,Puerto Gaitán,3,359,835.65,2007
50573,Meta,Puerto López,1,524,190.84,2007
50590,Meta,Puerto Rico,0,198,0.00,2007
50606,Meta,Restrepo,0,200,0.00,2007
50680,Meta,San Carlos de Guaroa,0,121,0.00,2007
50686,Meta,San Juanito,0,29,0.00,2007
50689,Meta,San Martín,0,374,0.00,2007
50711,Meta,Vistahermosa,1,392,255.10,2007
52019,Nariño,Albán,0,127,0.00,2007
52022,Nariño,Aldana,0,117,0.00,2007
52036,Nariño,Ancuyá,0,111,0.00,2007
52083,Nariño,Belén,0,52,0.00,2007
52110,Nariño,Buesaco,0,383,0.00,2007
52203,Nariño,Colón,0,136,0.00,2007
52207,Nariño,Consaca,0,131,0.00,2007
52210,Nariño,Contadero,0,111,0.00,2007
52215,Nariño,Córdoba,1,223,448.43,2007
52224,Nariño,Cuaspud,0,135,0.00,2007
52233,Nariño,Cumbitara,0,119,0.00,2007
52240,Nariño,Chachagüí,0,196,0.00,2007
52254,Nariño,El Peñol,0,101,0.00,2007
52256,Nariño,El Rosario,0,122,0.00,2007
52258,Nariño,El Tablón de Gómez,0,227,0.00,2007
52260,Nariño,El Tambo,0,240,0.00,2007
52287,Nariño,Funes,0,106,0.00,2007
52317,Nariño,Guachucal,0,191,0.00,2007
52320,Nariño,Guaitarilla,0,159,0.00,2007
52352,Nariño,Iles,0,136,0.00,2007
52354,Nariño,Imués,0,82,0.00,2007
52378,Nariño,La Cruz,0,238,0.00,2007
52381,Nariño,La Florida,0,162,0.00,2007
52385,Nariño,La Llanada,0,45,0.00,2007
52399,Nariño,La Unión,1,437,228.83,2007
52405,Nariño,Leiva,0,185,0.00,2007
52411,Nariño,Linares,0,161,0.00,2007
52418,Nariño,Los Andes,1,160,625.00,2007
52427,Nariño,Magüi,0,29,0.00,2007
52435,Nariño,Mallama,0,121,0.00,2007
52480,Nariño,Nariño,0,67,0.00,2007
52506,Nariño,Ospina,1,84,1190.48,2007
52520,Nariño,Francisco Pizarro,0,109,0.00,2007
52540,Nariño,Policarpa,0,236,0.00,2007
52560,Nariño,Potosí,1,200,500.00,2007
52565,Nariño,Providencia,0,73,0.00,2007
52573,Nariño,Puerres,0,106,0.00,2007
52585,Nariño,Pupiales,0,265,0.00,2007
52612,Nariño,Ricaurte,2,293,682.59,2007
52621,Nariño,Roberto Payán,0,79,0.00,2007
52683,Nariño,Sandoná,0,305,0.00,2007
52685,Nariño,San Bernardo,0,74,0.00,2007
52687,Nariño,San Lorenzo,0,262,0.00,2007
52693,Nariño,San Pablo,0,204,0.00,2007
52694,Nariño,San Pedro de Cartago,0,90,0.00,2007
52696,Nariño,Santa Bárbara,1,60,1666.67,2007
52699,Nariño,Santacruz,0,104,0.00,2007
52720,Nariño,Sapuyes,0,90,0.00,2007
52786,Nariño,Taminango,0,291,0.00,2007
52788,Nariño,Tangua,0,175,0.00,2007
52885,Nariño,Yacuanquer,1,147,680.27,2007
54051,Norte de Santander,Arboledas,0,111,0.00,2007
54099,Norte de Santander,Bochalema,0,86,0.00,2007
54125,Norte de Santander,Cácota,0,39,0.00,2007
54128,Norte de Santander,Cachirá,0,163,0.00,2007
54172,Norte de Santander,Chinácota,0,195,0.00,2007
54174,Norte de Santander,Chitagá,0,129,0.00,2007
54223,Norte de Santander,Cucutilla,0,92,0.00,2007
54239,Norte de Santander,Durania,0,56,0.00,2007
54245,Norte de Santander,El Carmen,1,163,613.50,2007
54250,Norte de Santander,El Tarra,1,191,523.56,2007
54313,Norte de Santander,Gramalote,0,97,0.00,2007
54344,Norte de Santander,Hacarí,0,120,0.00,2007
54347,Norte de Santander,Herrán,0,21,0.00,2007
54377,Norte de Santander,Labateca,0,61,0.00,2007
54385,Norte de Santander,La Esperanza,0,137,0.00,2007
54398,Norte de Santander,La Playa,0,106,0.00,2007
54405,Norte de Santander,Los Patios,1,1075,93.02,2007
54418,Norte de Santander,Lourdes,0,48,0.00,2007
54480,Norte de Santander,Mutiscua,0,59,0.00,2007
54553,Norte de Santander,Puerto Santander,0,174,0.00,2007
54599,Norte de Santander,Ragonvalia,0,49,0.00,2007
54660,Norte de Santander,Salazar,0,122,0.00,2007
54670,Norte de Santander,San Calixto,0,64,0.00,2007
54673,Norte de Santander,San Cayetano,0,74,0.00,2007
54680,Norte de Santander,Santiago,0,47,0.00,2007
54720,Norte de Santander,Sardinata,0,355,0.00,2007
54743,Norte de Santander,Silos,0,90,0.00,2007
54871,Norte de Santander,Villa Caro,0,67,0.00,2007
63111,Quindio,Buenavista,0,30,0.00,2007
63212,Quindio,Córdoba,0,73,0.00,2007
63272,Quindio,Filandia,0,151,0.00,2007
63302,Quindio,Génova,1,135,740.74,2007
63401,Quindio,La Tebaida,0,530,0.00,2007
63548,Quindio,Pijao,0,105,0.00,2007
63594,Quindio,Quimbaya,2,422,473.93,2007
63690,Quindio,Salento,1,74,1351.35,2007
66045,Risaralda,Apía,0,157,0.00,2007
66075,Risaralda,Balboa,0,89,0.00,2007
66088,Risaralda,Belén de Umbría,2,455,439.56,2007
66318,Risaralda,Guática,0,156,0.00,2007
66383,Risaralda,La Celia,0,121,0.00,2007
66400,Risaralda,La Virginia,0,521,0.00,2007
66440,Risaralda,Marsella,0,300,0.00,2007
68013,Santander,Aguada,0,27,0.00,2007
68020,Santander,Albania,0,47,0.00,2007
68051,Santander,Aratoca,0,141,0.00,2007
68079,Santander,Barichara,0,101,0.00,2007
68092,Santander,Betulia,0,49,0.00,2007
68101,Santander,Bolívar,0,170,0.00,2007
68121,Santander,Cabrera,0,14,0.00,2007
68132,Santander,California,0,34,0.00,2007
68147,Santander,Capitanejo,0,72,0.00,2007
68152,Santander,Carcasí,0,67,0.00,2007
68160,Santander,Cepitá,0,32,0.00,2007
68162,Santander,Cerrito,0,105,0.00,2007
68167,Santander,Charalá,0,161,0.00,2007
68169,Santander,Charta,0,33,0.00,2007
68176,Santander,Chima,0,28,0.00,2007
68179,Santander,Chipatá,0,59,0.00,2007
68207,Santander,Concepción,0,86,0.00,2007
68209,Santander,Confines,0,45,0.00,2007
68211,Santander,Contratación,0,56,0.00,2007
68229,Santander,Curití,0,197,0.00,2007
68235,Santander,El Carmen de Chucurí,0,224,0.00,2007
68245,Santander,El Guacamayo,0,17,0.00,2007
68250,Santander,El Peñón,1,48,2083.33,2007
68264,Santander,Encino,0,36,0.00,2007
68266,Santander,Enciso,0,73,0.00,2007
68271,Santander,Florián,0,42,0.00,2007
68296,Santander,Galán,0,40,0.00,2007
68298,Santander,Gambita,0,38,0.00,2007
68318,Santander,Guaca,0,107,0.00,2007
68320,Santander,Guadalupe,0,65,0.00,2007
68322,Santander,Guapotá,0,30,0.00,2007
68324,Santander,Guavatá,0,37,0.00,2007
68327,Santander,Güepsa,0,58,0.00,2007
68344,Santander,Hato,0,40,0.00,2007
68368,Santander,Jesús María,0,47,0.00,2007
68370,Santander,Jordán,0,23,0.00,2007
68377,Santander,La Belleza,0,139,0.00,2007
68385,Santander,Landázuri,0,234,0.00,2007
68397,Santander,La Paz,0,77,0.00,2007
68406,Santander,Lebríja,0,613,0.00,2007
68418,Santander,Los Santos,0,209,0.00,2007
68425,Santander,Macaravita,0,32,0.00,2007
68432,Santander,Málaga,0,325,0.00,2007
68444,Santander,Matanza,0,59,0.00,2007
68464,Santander,Mogotes,1,150,666.67,2007
68468,Santander,Molagavita,0,81,0.00,2007
68498,Santander,Ocamonte,0,73,0.00,2007
68500,Santander,Oiba,0,143,0.00,2007
68522,Santander,Palmar,0,19,0.00,2007
68524,Santander,Palmas del Socorro,0,40,0.00,2007
68533,Santander,Páramo,0,60,0.00,2007
68549,Santander,Pinchote,0,61,0.00,2007
68573,Santander,Puerto Parra,0,63,0.00,2007
68575,Santander,Puerto Wilches,0,547,0.00,2007
68669,Santander,San Andrés,0,128,0.00,2007
68673,Santander,San Benito,0,19,0.00,2007
68679,Santander,San Gil,1,735,136.05,2007
68686,Santander,San Miguel,0,26,0.00,2007
68705,Santander,Santa Bárbara,0,21,0.00,2007
68745,Santander,Simacota,0,86,0.00,2007
68755,Santander,Socorro,0,461,0.00,2007
68770,Santander,Suaita,0,186,0.00,2007
68780,Santander,Suratá,0,69,0.00,2007
68820,Santander,Tona,0,76,0.00,2007
68855,Santander,Valle de San José,0,91,0.00,2007
68861,Santander,Vélez,1,313,319.49,2007
68867,Santander,Vetas,0,36,0.00,2007
68872,Santander,Villanueva,0,110,0.00,2007
68895,Santander,Zapatoca,0,158,0.00,2007
70110,Sucre,Buenavista,1,164,609.76,2007
70204,Sucre,Coloso,0,102,0.00,2007
70221,Sucre,Coveñas,0,193,0.00,2007
70230,Sucre,Chalán,0,31,0.00,2007
70233,Sucre,El Roble,0,135,0.00,2007
70235,Sucre,Galeras,1,343,291.55,2007
70265,Sucre,Guaranda,2,219,913.24,2007
70418,Sucre,Los Palmitos,1,388,257.73,2007
70473,Sucre,Morroa,0,202,0.00,2007
70523,Sucre,Palmito,0,234,0.00,2007
70702,Sucre,San Juan de Betulia,0,202,0.00,2007
70713,Sucre,San Onofre,2,627,318.98,2007
70742,Sucre,San Luis de Sincé,0,503,0.00,2007
70771,Sucre,Sucre,0,395,0.00,2007
70820,Sucre,Santiago de Tolú,0,521,0.00,2007
73024,Tolima,Alpujarra,0,47,0.00,2007
73030,Tolima,Ambalema,0,101,0.00,2007
73043,Tolima,Anzoátegui,0,196,0.00,2007
73067,Tolima,Ataco,0,255,0.00,2007
73124,Tolima,Cajamarca,1,390,256.41,2007
73148,Tolima,Carmen de Apicalá,0,128,0.00,2007
73152,Tolima,Casabianca,0,91,0.00,2007
73200,Tolima,Coello,0,93,0.00,2007
73226,Tolima,Cunday,0,126,0.00,2007
73236,Tolima,Dolores,0,125,0.00,2007
73270,Tolima,Falan,0,119,0.00,2007
73275,Tolima,Flandes,1,364,274.73,2007
73319,Tolima,Guamo,0,467,0.00,2007
73347,Tolima,Herveo,0,128,0.00,2007
73349,Tolima,Honda,0,359,0.00,2007
73352,Tolima,Icononzo,0,149,0.00,2007
73461,Tolima,Murillo,0,98,0.00,2007
73483,Tolima,Natagaima,0,307,0.00,2007
73520,Tolima,Palocabildo,0,158,0.00,2007
73547,Tolima,Piedras,0,52,0.00,2007
73563,Tolima,Prado,1,141,709.22,2007
73622,Tolima,Roncesvalles,1,94,1063.83,2007
73624,Tolima,Rovira,0,414,0.00,2007
73671,Tolima,Saldaña,0,225,0.00,2007
73678,Tolima,San Luis,0,181,0.00,2007
73686,Tolima,Santa Isabel,0,131,0.00,2007
73770,Tolima,Suárez,0,35,0.00,2007
73854,Tolima,Valle de San Juan,0,86,0.00,2007
73861,Tolima,Venadillo,0,216,0.00,2007
73870,Tolima,Villahermosa,0,174,0.00,2007
76020,Valle del Cauca,Alcalá,0,193,0.00,2007
76036,Valle del Cauca,Andalucía,0,195,0.00,2007
76054,Valle del Cauca,Argelia,0,89,0.00,2007
76122,Valle del Cauca,Caicedonia,0,436,0.00,2007
76126,Valle del Cauca,Calima,0,194,0.00,2007
76233,Valle del Cauca,Dagua,0,495,0.00,2007
76243,Valle del Cauca,El Águila,0,156,0.00,2007
76246,Valle del Cauca,El Cairo,0,71,0.00,2007
76377,Valle del Cauca,La Cumbre,0,146,0.00,2007
76403,Valle del Cauca,La Victoria,0,169,0.00,2007
76497,Valle del Cauca,Obando,0,172,0.00,2007
76563,Valle del Cauca,Pradera,0,801,0.00,2007
76606,Valle del Cauca,Restrepo,0,194,0.00,2007
76670,Valle del Cauca,San Pedro,0,179,0.00,2007
76823,Valle del Cauca,Toro,0,229,0.00,2007
76828,Valle del Cauca,Trujillo,1,238,420.17,2007
76863,Valle del Cauca,Versalles,1,114,877.19,2007
76869,Valle del Cauca,Vijes,0,104,0.00,2007
76892,Valle del Cauca,Yumbo,1,1436,69.64,2007
81220,Arauca,Cravo Norte,0,63,0.00,2007
81591,Arauca,Puerto Rondón,0,56,0.00,2007
81736,Arauca,Saravena,1,1009,99.11,2007
81794,Arauca,Tame,3,902,332.59,2007
85010,Casanare,Aguazul,1,580,172.41,2007
85015,Casanare,Chameza,0,30,0.00,2007
85125,Casanare,Hato Corozal,0,165,0.00,2007
85136,Casanare,La Salina,0,36,0.00,2007
85139,Casanare,Maní,0,184,0.00,2007
85162,Casanare,Monterrey,0,193,0.00,2007
85230,Casanare,Orocué,0,186,0.00,2007
85263,Casanare,Pore,0,159,0.00,2007
85279,Casanare,Recetor,0,17,0.00,2007
85300,Casanare,Sabanalarga,0,53,0.00,2007
85315,Casanare,Sácama,0,21,0.00,2007
85325,Casanare,San Luis de Palenque,0,108,0.00,2007
85400,Casanare,Támara,0,138,0.00,2007
85410,Casanare,Tauramena,0,301,0.00,2007
85430,Casanare,Trinidad,0,250,0.00,2007
86569,Putumayo,Puerto Caicedo,0,221,0.00,2007
86571,Putumayo,Puerto Guzmán,1,244,409.84,2007
86749,Putumayo,Sibundoy,0,244,0.00,2007
86755,Putumayo,San Francisco,0,88,0.00,2007
86757,Putumayo,San Miguel,0,159,0.00,2007
86760,Putumayo,Santiago,0,111,0.00,2007
86865,Putumayo,Valle del Guamuez,2,652,306.75,2007
86885,Putumayo,Villagarzón,0,298,0.00,2007
88564,Archipiélago de San Andrés,Providencia,0,42,0.00,2007
91001,Amazonas,Leticia,1,1014,98.62,2007
91263,Amazonas,El Encanto (ANM),0,26,0.00,2007
91405,Amazonas,La Chorrera (ANM),0,22,0.00,2007
91407,Amazonas,La Pedrera (ANM),1,24,4166.67,2007
91430,Amazonas,La Victoria (ANM),0,1,0.00,2007
91460,Amazonas,Miriti - Paraná (ANM),0,0,#¡DIV/0!,2007
91530,Amazonas,Puerto Alegría (ANM),0,1,0.00,2007
91536,Amazonas,Puerto Arica (ANM),0,12,0.00,2007
91540,Amazonas,Puerto Nariño,0,126,0.00,2007
91669,Amazonas,Puerto Santander (ANM),0,13,0.00,2007
94663,Guainía,Mapiripana,0,0,#¡DIV/0!,2007
94883,Guainía,San Felipe (ANM),0,0,#¡DIV/0!,2007
94886,Guainía,Cacahual (ANM),0,0,#¡DIV/0!,2007
94887,Guainía,Pana Pana (ANM),0,1,0.00,2007
95015,Guaviare,Calamar,0,132,0.00,2007
97001,Vaupés,Mitú,1,396,252.53,2007
97511,Vaupés,Pacoa (ANM),1,20,5000.00,2007
97777,Vaupés,Papunaua (ANM),0,3,0.00,2007
97889,Vaupés,Yavaraté (ANM),0,17,0.00,2007
99001,Vichada,Puerto Carreño,1,283,353.36,2007
99524,Vichada,La Primavera,0,136,0.00,2007
99773,Vichada,Cumaribo,3,262,1145.04,2007
0,Total Nacional,Total Nacional,434,715453,60.66,2008
2000,Total Municipios PDET,Total Municipios PDET,102,102627,99.39,2008
11001,"Bogotá, D.C.","Bogotá, D.C.",44,117590,37.42,2008
5000,Antioquia,Antioquia,41,90973,45.07,2008
76000,Valle del Cauca,Valle del Cauca,27,60377,44.72,2008
13000,Bolivar,Bolivar,32,30851,103.72,2008
8000,Atlántico,Atlántico,29,41432,69.99,2008
25000,Cundinamarca,Cundinamarca,15,37378,40.13,2008
76001,Valle del Cauca,Cali,12,30749,39.03,2008
47000,Magdalena,Magdalena,27,22341,120.85,2008
19000,Cauca,Cauca,20,17319,115.48,2008
2012,Sierra Nevada - Perijá,Sierra Nevada - Perijá,27,27174,99.36,2008
73000,Tolima,Tolima,13,21651,60.04,2008
52000,Nariño,Nariño,17,20869,81.46,2008
54000,Norte de Santander,Norte de Santander,6,21615,27.76,2008
68000,Santander,Santander,13,32755,39.69,2008
44000,La Guajira,La Guajira,13,12821,101.40,2008
15000,Boyacá,Boyacá,12,19193,62.52,2008
5001,Antioquia,Medellín,13,33228,39.12,2008
8001,Atlántico,Barranquilla,16,23651,67.65,2008
27000,Chocó,Chocó,11,5568,197.56,2008
2003,Bajo Cauca y Nordeste Antioqueño,Bajo Cauca y Nordeste Antioqueño,10,8735,114.48,2008
2009,Pacífico Medio,Pacífico Medio,11,6409,171.63,2008
50000,Meta,Meta,6,15767,38.05,2008
2010,Pacífico y Frontera Nariñense,Pacífico y Frontera Nariñense,5,5061,98.79,2008
2016,Urabá Antioqueño,Urabá Antioqueño,6,11012,54.49,2008
76109,Valle del Cauca,Buenaventura,9,5692,158.12,2008
13001,Bolívar,Cartagena,16,16888,94.74,2008
66000,Risaralda,Risaralda,12,12981,92.44,2008
2005,Chocó,Chocó,3,1727,173.71,2008
18000,Caquetá,Caquetá,4,7209,55.49,2008
2006,Cuenca del Caguán y Piedemonte Caqueteño,Cuenca del Caguán y Piedemonte Caqueteño,4,7604,52.60,2008
41000,Huila,Huila,8,20555,38.92,2008
70000,Sucre,Sucre,7,16021,43.69,2008
2001,Alto Patía - Norte del Cauca,Alto Patía - Norte del Cauca,13,9283,140.04,2008
47001,Magdalena,Santa Marta,11,9555,115.12,2008
23000,Córdoba ,Córdoba ,23,26228,87.69,2008
20000,Cesar,Cesar,13,21052,61.75,2008
54001,Norte de Santander,Cúcuta,1,12073,8.28,2008
2013,Sur de Bolívar,Sur de Bolívar,2,1961,101.99,2008
27001,Chocó,Quibdó,5,2701,185.12,2008
2008,Montes de María,Montes de María,4,5747,69.60,2008
2007,Macarena - Guaviare,Macarena - Guaviare,2,2730,73.26,2008
76834,Valle del Cauca,Tuluá,1,2927,34.16,2008
17000,Caldas,Caldas,14,12503,111.97,2008
73001,Tolima,Ibagué,4,8181,48.89,2008
8758,Atlántico,Soledad,5,8304,60.21,2008
50001,Meta,Villavicencio,2,8855,22.59,2008
52001,Nariño,Pasto,4,5487,72.90,2008
25754,Cundinamarca,Soacha,3,7288,41.16,2008
63000,Quindio,Quindio,2,6731,29.71,2008
5495,Antioquia,Nechí,2,504,396.83,2008
44430,La Guajira,Maicao,0,2918,0.00,2008
52835,Nariño,San Andrés de Tumaco,1,3123,32.02,2008
66001,Risaralda,Pereira,5,6537,76.49,2008
44847,La Guajira,Uribia,3,905,331.49,2008
47189,Magdalena,Ciénaga,4,1873,213.56,2008
95000,Guaviare,Guaviare,2,1592,125.63,2008
19517,Cauca,Paez,0,476,0.00,2008
2004,Catatumbo,Catatumbo,1,1835,54.50,2008
44001,La Guajira,Riohacha,6,4373,137.21,2008
17380,Caldas,La Dorada,2,1422,140.65,2008
19001,Cauca,Popayán,2,4355,45.92,2008
68081,Santander,Barrancabermeja,0,3945,0.00,2008
5837,Antioquia,Turbo,3,3249,92.34,2008
15572,Boyacá,Puerto Boyacá,2,977,204.71,2008
86000,Putumayo,Putumayo,4,4722,84.71,2008
5154,Antioquia,Caucasia,1,2226,44.92,2008
70001,Sucre,Sincelejo,2,5645,35.43,2008
85000,Casanare,Casanare,4,6401,62.49,2008
25269,Cundinamarca,Facatativá,0,2216,0.00,2008
81000,Arauca,Arauca,4,4833,82.76,2008
15001,Boyacá,Tunja,0,2975,0.00,2008
13670,Bolívar,San Pablo,0,496,0.00,2008
68689,Santander,San Vicente de Chucurí,1,486,205.76,2008
18753,Caquetá,San Vicente del Caguán,1,920,108.70,2008
76147,Valle del Cauca,Cartago,0,1763,0.00,2008
63001,Quindio,Armenia,1,3481,28.73,2008
19785,Cauca,Sucre,0,111,0.00,2008
27450,Chocó,Medio San Juan,0,183,0.00,2008
68077,Santander,Barbosa,0,320,0.00,2008
27205,Chocó,Condoto,0,185,0.00,2008
94000,Guainía,Guainía,2,569,351.49,2008
52079,Nariño,Barbacoas,1,442,226.24,2008
52250,Nariño,El Charco,1,342,292.40,2008
73443,Tolima,Mariquita,0,557,0.00,2008
44090,La Guajira,Dibulla,0,401,0.00,2008
5490,Antioquia,Necoclí,0,968,0.00,2008
25175,Cundinamarca,Chía,0,1664,0.00,2008
5045,Antioquia,Apartadó,1,2801,35.70,2008
13430,Bolívar,Magangué,2,1924,103.95,2008
54498,Norte de Santander,Ocaña,0,1687,0.00,2008
2011,Putumayo,Putumayo,4,4185,95.58,2008
47245,Magdalena,El Banco,2,1166,171.53,2008
20001,Cesar,Valledupar,7,9157,76.44,2008
41001,Huila,Neiva,3,6573,45.64,2008
2002,Arauca,Arauca,3,3066,97.85,2008
23417,Córdoba ,Lorica,3,2015,148.88,2008
52356,Nariño,Ipiales,1,2022,49.46,2008
23001,Córdoba ,Montería,6,8089,74.17,2008
5360,Antioquia,Itagui,0,2927,0.00,2008
76520,Valle del Cauca,Palmira,3,4034,74.37,2008
25885,Cundinamarca,Yacopí,1,146,684.93,2008
66572,Risaralda,Pueblo Rico,0,231,0.00,2008
5038,Antioquia,Angostura,0,179,0.00,2008
23300,Córdoba ,Cotorra,0,193,0.00,2008
27361,Chocó,Istmina,2,405,493.83,2008
8137,Atlántico,Campo de La Cruz,2,260,769.23,2008
18150,Caquetá,Cartagena del Chairá,1,342,292.40,2008
5674,Antioquia,San Vicente,0,258,0.00,2008
5895,Antioquia,Zaragoza,2,580,344.83,2008
19142,Cauca,Caloto,0,353,0.00,2008
85250,Casanare,Paz de Ariporo,1,609,164.20,2008
73504,Tolima,Ortega,1,628,159.24,2008
76895,Valle del Cauca,Zarzal,0,644,0.00,2008
73411,Tolima,Líbano,0,734,0.00,2008
54518,Norte de Santander,Pamplona,0,826,0.00,2008
13836,Bolívar,Turbaco,0,962,0.00,2008
47980,Magdalena,Zona Bananera,1,1065,93.90,2008
91000,Amazonas,Amazonas,4,1402,285.31,2008
5266,Antioquia,Envigado,1,1653,60.50,2008
52473,Nariño,Mosquera,0,145,0.00,2008
15820,Boyacá,Tópaga,0,63,0.00,2008
25612,Cundinamarca,Ricaurte,0,91,0.00,2008
18592,Caquetá,Puerto Rico,0,486,0.00,2008
27615,Chocó,Riosucio,0,240,0.00,2008
41016,Huila,Aipe,0,330,0.00,2008
73055,Tolima,Armero,0,185,0.00,2008
68572,Santander,Puente Nacional,0,151,0.00,2008
54810,Norte de Santander,Tibú,0,633,0.00,2008
20570,Cesar,Pueblo Bello,0,219,0.00,2008
5361,Antioquia,Ituango,0,474,0.00,2008
76250,Valle del Cauca,El Dovio,0,114,0.00,2008
44035,La Guajira,Albania,0,338,0.00,2008
25572,Cundinamarca,Puerto Salgar,0,284,0.00,2008
25799,Cundinamarca,Tenjo,0,300,0.00,2008
95001,Guaviare,San José del Guaviare,1,1216,82.24,2008
19821,Cauca,Toribio,1,341,293.26,2008
73408,Tolima,Lérida,0,325,0.00,2008
13433,Bolívar,Mahates,0,316,0.00,2008
15469,Boyacá,Moniquirá,0,347,0.00,2008
47268,Magdalena,El Retén,1,333,300.30,2008
5120,Antioquia,Cáceres,0,674,0.00,2008
76736,Valle del Cauca,Sevilla,0,649,0.00,2008
5042,Antioquia,Santafé de Antioquia,0,384,0.00,2008
8078,Atlántico,Baranoa,1,946,105.71,2008
81065,Arauca,Arauquita,0,711,0.00,2008
50313,Meta,Granada,0,1271,0.00,2008
5604,Antioquia,Remedios,0,420,0.00,2008
94001,Guainía,Inírida,2,500,400.00,2008
85440,Casanare,Villanueva,0,501,0.00,2008
44560,La Guajira,Manaure,2,778,257.07,2008
41668,Huila,San Agustín,0,541,0.00,2008
86320,Putumayo,Orito,2,523,382.41,2008
2015,Sur del Tolima,Sur del Tolima,2,2194,91.16,2008
25307,Cundinamarca,Girardot,0,1513,0.00,2008
76248,Valle del Cauca,El Cerrito,0,659,0.00,2008
41132,Huila,Campoalegre,0,573,0.00,2008
13688,Bolívar,Santa Rosa del Sur,1,507,197.24,2008
5736,Antioquia,Segovia,1,582,171.82,2008
5172,Antioquia,Chigorodó,0,1512,0.00,2008
19573,Cauca,Puerto Tejada,0,775,0.00,2008
